Item No.,1A,1B,2,3,4,5,6,7,8,9,,,,,,,,,10,11,12,13,,,,,,,14,,,,15,,,,,16,,,,,17,,,,,,,,,,,,,,,,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,,,,,,,,,,,,
Ques ID,Location,District,Age (Yrs),Sex,Education,Religion,Occupation,PersonNum,DogNum,PurSecurity,PurHunt,Pur Livest,PurPet,PurRecrt,PurExer,PurBreed,PurFood,PurOths,DogMove,Dog Bite,Heard Before,SourceSCH,SourceNews,sourceSocMed,SourceMass,SourceInternet,SourceFace,SourceOthers,OwnDog,Vaccinat,Year,Booklet,RabiesDog,RabiesCat,RabiesCattle,RabiesBat,RabiesDK,TransBite,TransScratch,TransInhale,TransSaliva,TransDK,SignBite,SignOff,SignGrowl,SignFoam,SignTail,SignSaliva,SignMouth,SignObject,SignAimless,SignRestless,SignVoice,SignPhobia,SignStare,SignUncon,SignFear,SignDK,BiteAction,SeekHelp,AnimMan,DogVacc,Dog Only,Oth Animals,Bite Only,Dog Saliva,Washing,Trad Heal,Local,Stray Bite,Own Bite,Vacc Bite,Wild Bite,Vacc Good,Fatal,Afford Cost,Fee Reason,Free roam,Stray Prob,Pop control,Onset Treat,World Day,Kill strays,Report Outbreak,Kill own,VSD Vacc,Good job,Support,Community,Information,Vacc Control,,,,,,,,,,,,,,
261,ANAJI,2,40,1,3,1,6,6,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2017,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
262,ANAJI,2,28,0,3,1,5,8,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,1,1,1,2,1,2,1,1,2,2,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
263,AIRPORT RIDGE,2,37,0,3,1,2,9,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,0,0,1,0,0,1,1,1,1,1,1,2,1,0,1,1,1,0,2,1,1,2,0,1,0,0,1,,,,,,,,,,,,,,
264,AIRPORT RIDGE,2,31,1,3,1,5,8,2,0,0,0,1,0,0,0,0,0,5,0,1,1,0,3,4,5,0,0,1,1,2018,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,1,1,0,1,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,
265,KOJOKROM,2,40,1,2,1,2,4,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,2,1,0,1,1,0,2,1,1,1,1,1,1,2,1,0,1,1,2,0,1,1,1,2,0,1,1,0,1,,,,,,,,,,,,,,
266,SAWMILL,2,27,0,3,1,2,24,0,0,0,0,1,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
267,TANOKROM,2,29,1,3,1,3,3,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,1,1,2018,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
268,EFFIAKUMA,2,19,0,3,1,0,4,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,4,1,1,1,0,1,1,2,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,2,0,1,,,,,,,,,,,,,,
269,NEW-SITE,2,55,0,3,1,5,2,0,0,0,0,1,1,1,1,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,4,1,1,1,0,1,1,1,0,2,2,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
270,ANAJI,2,26,0,2,1,1,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,0,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,0,1,1,1,0,1,,,,,,,,,,,,,,
271,BUTUMEGYABU,2,62,1,3,1,6,3,2,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,2017,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,,0,0,1,,,,,,,,,,,,,,
272,BANKYEASE,2,20,1,2,1,1,3,0,1,0,0,1,0,1,0,0,0,5,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,KWESIMINTSIM,2,40,1,2,2,2,7,3,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,2018,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
274,ANAJI,2,47,1,2,1,2,3,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,2,0,1,,,,,,,,,,,,,,
275,ASSAKAE,2,29,0,0,1,5,18,2,1,1,0,1,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,LAGOS TOWN,2,43,1,3,1,6,5,1,1,0,0,1,1,1,1,1,0,3,0,1,0,0,0,1,0,1,0,1,1,2018,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,4,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,1,1,2,0,1,1,1,0,2,1,1,0,1,,,,,,,,,,,,,,
277,BANKYEASE,2,42,0,3,1,6,7,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,
278,KOJOKROM,2,35,1,3,1,3,6,2,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,0,1,1,2017,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
279,BANKYEASE,2,50,1,3,1,2,5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,2,2,1,1,2,0,2,,,,,,,,,,,,,,
280,KWESIMINTSIM,2,47,0,1,1,5,10,1,1,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,1,2017,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,2,2,0,1,0,2,2,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
281,EFFIAKUMA,2,52,1,3,1,6,7,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,2,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,2,0,1,,,,,,,,,,,,,,
282,NEW-SITE,2,55,1,1,1,6,2,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,2,0,1,2,1,2,0,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
283,TANOKROM,2,28,0,2,1,5,1,0,1,0,0,0,0,1,1,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2,1,2,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,0,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
284,NEW-SITE,2,55,0,0,1,5,5,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1,2,1,0,1,2,1,2,2,2,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
285,NEW-SITE,2,66,0,3,1,2,1,0,1,1,0,1,0,1,1,0,0,5,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,4,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
286,EFFIAKUMA,2,23,1,2,1,6,7,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,2,0,2,2,2,0,0,2,1,1,1,1,0,2,2,2,0,2,1,2,2,1,1,1,2,1,,,,,,,,,,,,,,
287,ANAJI,2,45,1,3,1,0,40,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,NEW-SITE,2,53,1,2,1,6,5,0,1,1,0,1,0,1,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,2,2,1,0,1,2,2,1,1,1,1,1,2,2,1,0,1,1,2,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
289,ANAJI,2,25,0,3,1,6,7,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,0,0,2,1,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
290,ANAJI,2,13,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,4,1,1,1,0,1,0,1,0,0,2,1,1,1,1,1,1,0,2,0,1,2,1,0,2,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
291,ANAJI,2,55,1,3,1,3,5,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,2,0,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
292,APOLLO,2,44,1,3,1,2,12,1,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,1,1,2018,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,
293,ANAJI,2,33,1,3,1,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,1,2018,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
294,EFFIAKUMA,2,16,0,2,1,2,2,0,1,0,1,1,0,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,1,2,2,2,1,1,1,2,1,1,1,0,1,,,,,,,,,,,,,,
295,APOLLO,2,23,1,3,1,1,2,2,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,2,1,0,2,1,2,0,2,1,1,2,0,1,1,1,1,,,,,,,,,,,,,,
296,ADIENTEM,2,38,0,3,1,2,5,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,1,2017,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
297,NEW-SITE,2,13,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,
298,APOLLO,2,62,1,3,1,5,2,2,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
299,EFFIAKUMA,2,20,0,2,1,1,7,0,1,1,0,1,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,1,0,1,0,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,2,0,1,0,1,1,,,,,,,,,,,,,,
300,KWESIMINTSIM,2,42,1,0,1,6,4,1,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,1,2,2,2,2,1,1,0,1,1,1,0,1,0,1,1,2,0,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,
301,EFFIAKUMA,2,34,1,1,1,2,6,0,1,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,EFFIAKUMA,2,24,0,2,1,2,8,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,1,0,1,0,1,0,0,1,1,1,1,1,1,2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,
303,NEW-SITE,2,19,0,3,1,1,4,0,1,0,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
304,ANAJI,2,64,1,2,1,3,3,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,2,2,2,2,1,1,1,1,1,1,2,1,0,1,2,1,1,2,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,
305,EFFIAKUMA,2,20,0,2,1,1,4,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,
306,ANAJI,2,60,1,2,1,6,4,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,ANAJI,2,56,1,3,1,6,4,3,1,0,0,1,1,0,1,0,0,3,0,1,0,0,0,1,0,0,1,1,1,2017,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,4,1,1,1,0,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,2,1,1,1,1,1,0,0,2,,,,,,,,,,,,,,
308,EFFIAKUMA,2,21,1,3,1,1,5,1,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,2,0,1,1,2,0,0,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
309,NEW-SITE,2,52,0,3,1,5,5,1,1,0,0,1,1,1,0,0,0,5,0,1,0,1,0,0,0,0,0,1,1,2016,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,,1,2,1,0,1,1,2,0,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
310,NEW-SITE,2,24,0,3,1,1,12,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,4,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,2,1,0,1,1,2,0,0,1,1,0,0,1,1,2,1,,,,,,,,,,,,,,
311,NEW-SITE,2,31,1,3,1,6,3,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ASSAKAE,2,27,1,3,1,1,4,0,1,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,1,2,2,1,2,0,2,1,1,1,1,1,1,0,2,2,0,1,0,2,0,0,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,
313,NEW-SITE,2,29,1,3,1,6,3,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,2,1,2,0,2,2,1,1,1,1,1,0,2,1,1,1,0,1,2,1,1,1,2,2,1,1,0,1,,,,,,,,,,,,,,
314,ASSAKAE,2,33,1,3,1,5,12,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,
315,EFFIAKUMA,2,38,1,2,1,2,4,2,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2014,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,2,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
316,ANAJI,2,55,1,3,1,3,7,2,1,0,1,1,0,0,0,0,0,3,0,1,1,1,1,1,1,0,0,1,1,,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,4,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,2,1,1,,,,,,,,,,,,,,
317,TANOKROM,2,23,1,3,1,0,1,2,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2018,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
318,EFFIAKUMA,2,43,1,1,1,6,4,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,4,1,1,1,2,2,0,1,0,0,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
319,BUTUMEGYABU,2,37,1,2,1,6,7,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,
320,ANAJI,2,44,1,2,1,2,7,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,2,2,2,2,1,1,0,1,1,2,2,1,0,0,2,2,2,2,1,2,2,2,1,0,1,1,,,,,,,,,,,,,,
321,EFFIAKUMA,2,22,0,2,1,1,10,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,2,1,0,2,1,1,0,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,
322,BANKYEASE,2,20,0,3,1,1,5,1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,1,2018,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
323,TANOKROM,2,13,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,1,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,2,2,0,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,0,0,2,1,2,2,1,,,,,,,,,,,,,,
324,TANOKROM,2,25,0,3,1,1,10,2,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,2017,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,,1,0,1,1,1,1,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,
325,KOJOKROM,2,28,1,3,1,3,2,2,1,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,1,2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,0,1,2,0,0,1,0,1,2,1,0,2,1,,,,,,,,,,,,,,
326,NEW-SITE,2,53,0,2,1,5,5,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
327,ANAJI,2,68,1,3,1,6,3,1,1,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1,2017,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,2,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
